Genres,Danceability (0-1),Tempo (BPM),Popularity (0-100),Key,Mode
classical bass,0.300320899389332,93.64097141694641,12.162840474586508,F,Major
classical cello,0.28710855542854524,105.60620715626284,24.206617101141248,G,Major
classical clarinet,0.2936191798941799,103.81521097883598,24.77513227513228,D,Major
classical contralto,0.3231534391534392,107.90835291005293,9.144973544973547,G,Major
classical countertenor,0.2803125,118.40541666666668,31.020833333333336,G,Minor
classical era,0.37397284999126856,109.68325248986004,7.980985213525756,Bb,Major
classical flute,0.3609742857142858,103.03316095238097,28.145714285714284,F,Major
classical guitar,0.4033883515981512,109.93386055774992,28.5807638103722,E,Major
classical guitar quartet,0.637,126.786,36.0,D,Major
classical harp,0.4085333333333333,99.5528,37.7,Gb,Major
classical horn,0.21407272727272728,84.90166666666666,40.51515151515151,Eb,Major
classical mandolin,0.464,120.333,46.66666666666667,G,Major
classical mezzo-soprano,0.2870646426922449,99.7239131085514,16.46947378470233,D,Major
classical oboe,0.2417111111111111,80.30094444444445,32.22222222222222,Bb,Major
classical organ,0.2087950547044975,105.01616493886226,27.09900642872779,G,Major
classical performance,0.31176382042486456,103.90692311712047,27.659922186632055,D,Major
classical piano,0.3271335915627963,97.42068298913436,34.07084981888413,Db,Major
classical piano duo,0.38,80.8,33.0,Gb,Major
classical piano trio,0.3096666666666667,92.32033333333334,36.333333333333336,G,Minor
classical saxophone,0.30968,134.60628000000003,40.0,F,Major
classical soprano,0.3101124641458086,100.65783016569021,13.693318936706426,D,Major
classical tenor,0.3086730158698497,100.06141031078377,17.801107852928673,D,Major
classical trumpet,0.3897764423076924,121.43131009615385,21.12980769230769,Eb,Major
classify,0.5314351187107555,115.64538858234295,30.38242447516641,Bb,Major
clawhammer banjo,0.528,140.83350000000004,7.0,A,Major
clean comedy,0.5764084295334296,105.09330327080326,24.626743626743625,Ab,Major
cleveland metal,0.3699454545454545,118.4586681818182,21.8,Ab,Major
coco,0.6834,93.1757,30.7,A,Major
collage pop,0.6673888888888888,146.52188888888887,47.27777777777778,Gb,Major
college a cappella,0.639,76.023,0.0,A,Major
college marching band,0.53,69.509,5.0,Bb,Minor
cologne electronic,0.5257,134.89133333333334,1.6666666666666667,G,Major
cologne indie,0.705,123.993,0.0,A,Major
colombian electronic,0.7933999999999998,127.78624999999997,0.0,Bb,Major
colombian hip hop,0.7188000000000001,143.5034,15.2,E,Minor
colombian indie,0.802,127.01100000000001,0.0,D,Major
colombian pop,0.6908498317457944,120.71789677347077,48.017423651419136,C,Major
colombian rock,0.6899791666666666,117.00264583333332,39.708333333333336,E,Major
comedia,0.8059999999999999,123.00200000000001,7.0,Ab,Major
comedy,0.5466986902445126,101.74082927169412,28.230936624977566,Gb,Major
comedy rap,0.6643581168831169,121.29158051948052,45.20551948051948,G,Major
comedy rock,0.5615325900514581,123.35443825042879,43.70668953687822,D,Major
comic,0.5767479580529576,117.21997547214964,35.450434563569594,Db,Major
comic metal,0.5269498811645872,118.71776654783123,43.09976232917409,D,Major
commons,0.705,133.977,0.0,Bb,Minor
complextro,0.4936306022408963,136.71134943977592,22.691526610644253,Db,Major
compositional ambient,0.36573852966129017,111.91900870576984,39.55179517860525,Bb,Major
concert band,0.2789541666666667,126.20344166666666,2.4625,D,Major
connecticut hardcore,0.4064464285714285,132.041625,38.73214285714286,G,Major
conscious hip hop,0.6809012433182912,107.60266386597051,44.53127613630379,Db,Major
contemporary choir,0.293,109.075,2.0,Eb,Major
contemporary classical,0.2909576618342897,99.0148033449109,18.363583509513745,G,Major
contemporary classical piano,0.3157659090909091,80.92344772727272,20.6,E,Major
contemporary country,0.5874540099098836,127.13838249337128,52.25760185720332,G,Major
contemporary folk,0.5110833333333333,129.20683333333332,31.91666666666667,G,Major
contemporary gospel,0.5076252122471421,117.49914517633113,26.84907068240401,Gb,Major
contemporary jazz,0.4371111633554288,112.28888002499828,34.68268412116594,F,Major
contemporary post-bop,0.4846100253653184,111.3497866071843,24.53512688772313,F,Major
contemporary vocal jazz,0.5373373642661359,113.71247187153986,48.3598183088749,Db,Major
contrabass,0.10266190476190476,80.95961904761903,44.095238095238095,F,Major
cool jazz,0.5094577162244075,112.76347839774435,20.640452767933212,F,Major
copla,0.5185224443927768,112.86408992869877,14.658858405022087,Eb,Major
cornish folk,0.4538125,132.7400625,32.0,G,Major
cornwall indie,0.129,163.979,2.0,Eb,Major
corrido,0.6864784630194264,126.51497858338014,50.17949734572336,G,Major
corridos tumbados,0.6868948745519714,118.9567933154122,57.32897849462365,Gb,Major
corrosion,0.4800172413793102,143.56824137931034,31.88505747126437,A,Major
cosmic american,0.4986764448380299,116.66039400979162,29.861696910939106,A,Major
cosmic black metal,0.2117625,122.70675,3.875,Gb,Major
cosmic post-rock,0.5406666666666666,105.526,24.5,G,Major
cosmic uplifting trance,0.4575333333333334,137.89020000000002,7.3875,G,Major
country,0.590016608141627,122.55620834425206,42.566064165069186,G,Major
country blues,0.5980713393082558,114.33033604325793,20.87994743958841,D,Major
country boogie,0.7375267152398299,134.8909222829387,10.495749848208863,G,Major
country dawn,0.5873605103809956,124.36546365429872,43.103978582448825,G,Major
country gospel,0.5465169594413581,114.72193027991678,23.06121964140031,D,Major
country pop,0.5760712845691751,131.17137192013388,55.746329524319094,G,Major
country quebecois,0.659,111.238,51.0,Bb,Major
country rap,0.7081612210454603,119.42995231988222,54.3972371428893,B,Major
country road,0.583067317658321,125.35903725784296,48.4594692289552,G,Major
country rock,0.5680698335797851,121.32981304668185,34.545976313909385,G,Major
coverchill,0.696,106.914,12.0,Bb,Major
cowboy western,0.5795921015175639,118.31423894555144,28.605604649761204,E,Major
cowpunk,0.5580659489633174,135.42436040669858,27.94558555479609,A,Major
crack rock steady,0.458375,105.385,44.0,B,Major
croatian electronic,0.6516666666666667,128.0086666666667,0.0,D,Minor
croatian folk,0.322,97.191,0.0,D,Major
croatian pop,0.5852,123.51345,32.6,G,Minor
croatian rock,0.573375,122.39650000000002,40.5,G,Major
crossover prog,0.3175,131.67649999999998,0.0,F,Major
crossover thrash,0.3206562186189379,119.31267872733179,32.25742217496604,B,Major
crunk,0.7709188120855514,121.16559768074205,46.86509915599051,Db,Major
crust punk,0.3169584207459208,129.4913934398934,27.380362692862693,A,Major
cuarteto,0.6677500000000001,116.46125,54.0,A,Major
cuatro venezolano,0.6446750000000001,127.30825,21.0,F,Major
cuban rumba,0.5878870972156142,113.24773343670047,19.585201730785155,G,Major
cubaton,0.6950714285714286,101.13952857142857,40.97857142857144,G,Major
cumbia,0.7114776706349208,120.16726921329365,39.84542460317461,G,Major
cumbia andina mexicana,0.6986071428571429,109.61850446428569,51.85267857142857,Gb,Major
cumbia chilena,0.7985,96.0165,56.0,G,Major
cumbia colombiana regia,0.7227291666666668,110.0845,34.79166666666667,B,Major
cumbia ecuatoriana,0.7249285714285714,116.16980357142856,22.30357142857143,F,Minor
cumbia funk,0.6619999999999999,141.476,23.66666666666667,E,Minor
cumbia lagunera,0.7479303977272727,133.600290719697,42.76751893939394,G,Major
cumbia paraguaya,0.8009999999999999,111.197,59.0,G,Major
cumbia peruana,0.4296666666666667,95.896,17.0,Eb,Major
cumbia ranchera,0.6079000000000001,104.8428,0.0,Eb,Major
cumbia salvadorena,0.7441679653679654,112.67158658008657,43.895670995671,G,Major
cumbia sonidera,0.6918218353485596,127.39893693337316,49.22291137980792,G,Major
cumbia villera,0.797,107.43857142857142,59.14285714285714,G,Major
cyberpunk,0.4883498622589533,116.8785767906336,30.418388429752067,F,Major
cymraeg,0.568,171.968,54.0,Eb,Major
cypriot pop,0.3896666666666666,101.9987777777778,0.0,F,Major
czech classical,0.28499914376742336,97.8599320191159,12.638948626045401,G,Major
czech classical piano,0.33283333333333337,95.82083333333334,10.0,G,Major
czech contemporary classical,0.4215,112.59116666666668,11.833333333333336,B,Major
czech folk,0.4286111111111111,132.92111111111112,14.611111111111104,F,Major
czech hip hop,0.6522583333333334,100.40710833333335,10.0,Gb,Minor
czsk hip hop,0.6159666666666666,98.02091282051286,12.615384615384615,Gb,Minor
d-beat,0.24448181818181824,135.28154545454544,29.09090909090909,B,Major
dabke,0.43549999999999983,104.22861764705885,25.70588235294117,D,Minor
dakke dak,0.419,134.996,4.0,F,Minor
dalarna indie,0.5549999999999999,127.991,34.5,F,Major
dallas indie,0.305,139.575,36.0,C,Major
dance pop,0.6551626584500944,120.29940893336769,51.287907617012884,Db,Major
dance rock,0.5792003141847455,123.79648008278166,36.92767689674285,A,Major
dance-punk,0.5503755979221376,126.45469835374529,42.35072169896,A,Major
dancehall,0.7331775532581453,115.834477443609,41.83444548872181,G,Major
dangdut,0.37,126.978,55.0,D,Major
danish alternative rock,0.6579999999999999,115.42075,19.75,D,Minor
danish classical,0.2784092592592593,102.08527962962965,0.9722222222222222,F,Major
danish electro,0.609,124.015,0.0,E,Major
danish electronic,0.6410916666666667,129.257585,8.993333333333334,Bb,Major
danish electropop,0.8059999999999999,124.0,0.0,C,Major
danish experimental,0.7959999999999999,125.99,0.0,Db,Major
danish hip hop,0.8895,126.0015,56.5,G,Major
danish jazz,0.4910208333333333,117.45591666666668,20.416666666666668,F,Major
danish metal,0.3929625272331155,139.06226013071895,28.350980392156853,Gb,Major
danish pop,0.6943131313131313,121.06143434343436,32.41414141414141,A,Major
danish pop rock,0.46025,114.66491666666668,43.75000000000001,B,Major
danish post-punk,0.555,111.20700000000001,30.0,B,Major
danish rock,0.4706111111111112,111.25333333333332,51.58333333333333,D,Major
danish singer-songwriter,0.555,111.20700000000001,30.0,B,Major
danish techno,0.7959999999999999,125.99,0.0,Db,Major
dansband,0.5567916666666667,125.84953125000004,32.35416666666667,D,Major
danseband,0.369,204.21200000000002,28.0,G,Major
dansktop,0.5883293650793651,101.4060952380952,7.404761904761906,Eb,Major
danspunk,0.5781428571428571,122.61142857142856,34.42857142857143,D,Major
dark cabaret,0.4345555555555556,134.3467863247863,30.799145299145298,A,Major
dark clubbing,0.5503353535353537,131.78578535353537,26.540151515151514,F,Major
dark disco,0.56,127.493,25.0,Bb,Minor
dark electro,0.502947619047619,128.2184412698413,5.847619047619048,Db,Major
dark hardcore,0.3765,157.02983333333339,0.0,G,Major
dark jazz,0.294916,92.01292666666667,41.36666666666667,A,Major
dark minimal techno,0.6894035714285714,127.48453214285709,0.14285714285714285,Db,Major
dark post-punk,0.5022751322751323,137.55320568783068,26.60383597883597,B,Minor
dark progressive house,0.6306,126.604,4.8,C,Major
dark psytrance,0.725,147.006,0.0,B,Minor
dark techno,0.7714333333333333,128.19157777777778,1.522222222222222,G,Major
dark trap,0.6967470223317996,129.22337963394466,56.542404092205665,Db,Major
dark wave,0.4910702777777777,128.09905742063498,34.258492063492056,B,Major
darkstep,0.5904999999999999,172.02149999999997,0.6666666666666666,B,Minor
darksynth,0.44799999999999995,99.994,58.0,F,Minor
dayton indie,0.4401722222222222,140.94473611111113,45.944444444444436,Db,Major
dc hardcore,0.33512364896916624,128.67243147418355,27.219866812625433,B,Major
death 'n' roll,0.24179166666666665,125.94179166666666,39.16666666666667,G,Major
death metal,0.325455315992222,119.6468843339523,32.73860577126436,E,Major
deathcore,0.4444246031746032,123.47988095238097,35.476190476190474,B,Major
deathgrass,0.34374000000000005,116.24085,18.35,C,Major
deathgrind,0.4674666666666666,113.94206666666666,28.56666666666667,A,Major
deathrash,0.33196405380333954,120.12882142857143,25.891465677179962,E,Major
deathrock,0.4196966666666666,142.85432250000005,34.66583333333333,A,Major
deathstep,0.39975,137.72975000000002,27.75,D,Major
deep acoustic pop,0.4894,127.8992,14.0,G,Minor
deep adult standards,0.5344447207408217,114.1939965290312,22.538274442465447,G,Major
deep big room,0.5843213390911924,129.7411236967009,15.052478213507626,G,Minor
deep ccm,0.4654173060528559,129.83161764705886,42.67902813299233,G,Major
deep chill,0.6530000000000001,116.98800000000004,0.0,Gb,Minor
deep christian rock,0.5114702380952381,119.06556343005951,29.33705357142857,C,Major
deep classic garage rock,0.5700000000000001,90.61,24.5,D,Major
deep comedy,0.6432733333333334,95.67687111111113,9.6,G,Major
deep contemporary country,0.5851666666666667,122.69961111111112,32.17592592592593,A,Major
deep dance pop,0.7095,129.50983333333335,42.5,F,Major
deep darkpsy,0.518,129.939,6.0,Gb,Major
deep deep house,0.784,123.333,0.5,B,Major
deep deep tech house,0.765,129.0105,0.0,F,Minor
deep delta blues,0.4575,108.90524999999998,0.8333333333333334,Bb,Major
deep disco,0.726182382133995,118.68060876757649,33.30831265508685,B,Major
deep disco house,0.6951666666666667,126.8035,15.666666666666664,B,Minor
deep dnb,0.7011428571428571,160.44014285714292,0.0,F,Major
deep dubstep,0.5095,128.50999999999996,0.0,A,Minor
deep east coast hip hop,0.7761111111111112,117.73188888888888,42.77777777777778,B,Major
deep euro house,0.763232456140351,125.61124122807017,9.399122807017543,Ab,Minor
deep eurodance,0.579,124.008,0.0,Gb,Minor
deep filthstep,0.6803333333333335,127.30533333333334,0.0,C,Minor
deep flow,0.7490000000000001,97.779,33.5,Db,Major
deep free jazz,0.28987500000000005,87.64741666666669,0.0,Bb,Major
deep freestyle,0.7393333333333334,119.26133333333334,32.5,G,Major
deep full on,0.6565000000000001,145.5,0.0,G,Major
deep funk,0.6556666666666667,125.42966666666666,40.333333333333336,E,Major
deep funk house,0.8210000000000001,124.501,0.0,B,Major
deep g funk,0.6709999999999999,142.49166666666667,35.666666666666664,E,Minor
deep german punk,0.515,102.51700000000001,3.0,Db,Major
deep groove house,0.7384701391941393,122.90666505666883,23.176,G,Major
deep happy hardcore,0.5579999999999999,169.99450000000004,6.0,G,Major
deep hardtechno,0.384,138.898,0.0,A,Minor
deep house,0.7449395124001681,123.66246179367079,18.775956284153004,B,Minor
deep idm,0.6196666666666667,134.995,41.333333333333336,F,Major
deep indian pop,0.6164976797286639,101.50380794792237,20.419873466425376,G,Major
deep latin alternative,0.562,109.84299999999999,41.0,E,Major
deep latin christian,0.6220833333333333,97.50175,35.25,Ab,Major
deep latin jazz,0.703,137.336,0.0,E,Minor
deep liquid bass,0.4725,170.9975,0.0,B,Major
deep melodic hard rock,0.389,116.163,0.0,Bb,Minor
deep melodic metalcore,0.39899999999999997,137.001,8.0,B,Minor
deep metalcore,0.636,125.035,3.0,G,Minor
deep minimal techno,0.7929795698924732,125.63286774193548,1.7483870967741937,B,Major
deep motown,0.5482222222222223,119.10288888888891,11.666666666666664,Eb,Major
deep new americana,0.5276557770694484,115.4369495822467,46.201132521974316,G,Major
deep new wave,0.6159166666666666,131.00491666666667,24.91666666666667,D,Major
deep norteno,0.6913685300207039,112.15031953071085,34.857142857142854,G,Major
deep pop edm,0.6466399999999999,127.22378666666664,15.32,F,Major
deep power-pop punk,0.557,103.005,0.0,D,Major
deep progressive house,0.59475,126.25475,11.5,B,Minor
deep progressive trance,0.5463681818181819,135.03385303030302,6.209090909090909,C,Major
deep psychobilly,0.5015,167.46200000000002,14.5,B,Major
deep punk rock,0.58,123.49799999999999,37.0,Db,Major
deep r&b,0.5255000000000001,129.995,2.0,B,Minor
deep ragga,0.7194101229895932,112.43417549668877,31.47824030274361,Gb,Major
deep regional mexican,0.7042128572608887,124.5153549533667,50.32695141011795,Bb,Major
deep smooth jazz,0.5411666666666667,100.70333333333332,43.16666666666666,G,Minor
deep soft rock,0.6422416666666668,108.43318076923076,30.60576923076923,Bb,Major
deep soul house,0.8402000000000001,121.9804,0.8,G,Major
deep soundtrack,0.393145,109.55995,20.62,Ab,Major
deep southern soul,0.6663333333333333,116.20416666666664,26.0,G,Major
deep southern trap,0.7485435688049324,135.57297845336478,45.61733405483406,Db,Major
deep talent show,0.6308624692954106,122.21569471234652,41.452850678733036,G,Major
deep tech house,0.7010444444444446,124.65928888888894,7.022222222222222,E,Minor
deep techno,0.7293749999999999,123.001125,1.125,A,Major
deep tropical house,0.6686302083333332,112.0491484375,30.119791666666664,F,Major
deep underground hip hop,0.7195500000000002,126.26355438596492,54.00877192982457,F,Minor
deep uplifting trance,0.603741716967565,130.4206582664913,5.111123131648818,G,Minor
deep vocal house,0.7725,125.9845,0.5,Gb,Major
delta blues,0.5737121834632074,120.0852966545765,22.608495788722326,D,Major
dembow,0.8174000000000001,111.2676,70.1,G,Major
denpa-kei,0.568,97.93700000000001,57.0,E,Minor
denton tx indie,0.6405000000000001,115.9835,49.5,A,Major
denver indie,0.5535555555555555,116.01766666666668,45.22222222222222,D,Minor
depressive black metal,0.2117625,122.70675,3.875,Gb,Major
derby indie,0.47705,93.58283333333333,32.0,Gb,Minor
desert blues,0.4608,136.9962,45.0,F,Minor
desi hip hop,0.6635014880952382,105.80554084821426,25.822767857142853,E,Major
desi pop,0.6496649381996553,112.88789204465681,25.655440345135855,G,Major
destroy techno,0.6430499999999999,126.9676,22.45,F,Minor
detroit hip hop,0.6808914594787978,107.00846120265936,50.78783960671336,B,Major
detroit house,0.7280000000000001,121.0796,31.266666666666666,D,Minor
detroit rock,0.5350549057875054,118.21290385238329,28.26613302904792,A,Major
detroit techno,0.7735,122.93425,29.25,Gb,Minor
detroit trap,0.7079894179894181,123.11476455026458,42.31481481481481,Ab,Minor
detske pisnicky,0.4001111111111111,109.03961111111113,30.611111111111107,C,Major
detskie pesni,0.6281,110.4285,37.4,Bb,Minor
dfw rap,0.8132304761904763,140.81958688311684,54.83427128427128,C,Major
dhrupad,0.5794027777777777,87.53751388888887,10.0,F,Major
didgeridoo,0.3060999260901701,103.2332623798965,4.497413155949741,D,Major
digital hardcore,0.5275636363636363,125.18002077922077,28.884415584415585,G,Major
dinner jazz,0.6866237666237666,96.66446181896177,7.465465465465464,F,Major
dirty south rap,0.7433388982712678,123.93636198450605,46.88636068328162,Db,Major
dirty texas rap,0.7512708333333333,129.56166732804232,28.43957431457431,D,Major
disco,0.6590344425158624,116.66856478344853,37.46741907377263,G,Major
disco house,0.7138020491836504,126.54429971606108,25.475500389123987,F,Minor
disney,0.4983390425035257,106.83526727305828,44.837278220292475,C,Major
disney svenska,0.7070000000000001,83.984,0.0,F,Major
diva house,0.6995518018489447,123.56696338153908,35.53481946624803,B,Major
dixieland,0.5626216283126104,123.11528160516545,7.281764106994609,Bb,Major
diy emo,0.3305,91.679,30.0,Db,Major
djent,0.50825,133.56975,31.33333333333333,Gb,Major
dmv rap,0.6976329932950192,133.16893222701148,62.263089080459785,Db,Minor
dominican pop,0.7116421652558058,129.00416741087818,41.21048106836765,G,Major
dong-yo,0.8290000000000001,115.056,76.0,Ab,Major
doo-wop,0.5076098750180881,124.73833266884527,30.47740895905809,G,Major
doom metal,0.2956662037037037,122.40944027777779,31.374074074074077,B,Major
doomcore,0.5380714285714286,147.60092857142854,0.0,G,Major
dortmund indie,0.5455,141.0815,1.5,B,Minor
double drumming,0.482587525140025,123.6249114473205,38.374809398612854,G,Major
downtempo,0.6231391528833755,118.38423197001022,44.453045662709535,G,Major
downtempo bass,0.4013333333333333,120.045,10.666666666666666,Db,Major
drama,0.5123703703703705,95.42255555555555,18.938271604938272,Bb,Major
dream pop,0.4724224968298794,124.10538902721174,40.709583004717075,G,Major
dream trance,0.5639166666666667,130.65133333333333,21.416666666666668,E,Major
dreamgaze,0.4075,119.95366666666666,27.33333333333333,D,Major
dreamo,0.5028368686868687,134.72106641414138,41.442171717171725,A,Major
drift,0.24743236363636364,88.80025454545454,28.327272727272724,Ab,Minor
drill,0.6829285543403965,132.1586037992709,55.702660059238994,Db,Major
drill and bass,0.5822272727272728,130.7723181818182,39.86363636363637,F,Minor
drone,0.3158255405832193,107.65329843667757,36.67153209109731,Db,Major
drone folk,0.4164355555555555,107.70643055555556,25.250555555555554,Db,Major
drone metal,0.3733333333333333,125.24752083333334,27.25,C,Major
drum and bass,0.5488298245614035,133.34114736842105,24.516666666666666,B,Major
dub,0.755968593656509,119.3009611434767,36.920564140321176,G,Major
dub metal,0.4185,125.4225,35.5,A,Major
dub poetry,0.7679523809523809,146.6687619047619,41.19047619047619,Bb,Minor
dub reggae,0.841,137.96,8.0,Gb,Minor
dub techno,0.5436,123.7204,26.4,A,Major
dubstep,0.5697994355317886,130.6482546939988,23.761675579322638,G,Major
dubstep product,0.5449999999999998,109.30633333333334,0.4166666666666667,F,Minor
dubsteppe,0.797,127.23283333333336,2.1666666666666665,E,Major
duduk,0.13699999999999998,87.93799999999996,36.75,G,Major
duluth indie,0.5714166666666667,115.88283333333332,50.5,Eb,Major
dunedin indie,0.5885,125.91775,22.5,E,Major
dunedin sound,0.631,126.993,39.25,C,Major
dungeon synth,0.2638333333333333,111.02750000000003,43.5,E,Major
duranguense,0.6655755952380952,136.88226130952378,45.6797619047619,Bb,Major
dusseldorf electronic,0.7599416666666666,119.14861904761904,5.125,D,Major
dutch americana,0.5665,116.6645,0.0,B,Major
dutch blues,0.406,183.842,45.0,G,Minor
dutch classical piano,0.457,103.32533333333332,30.0,G,Major
dutch death metal,0.49,106.48299999999999,18.0,D,Major
dutch edm,0.7040136996336996,128.12560520146522,12.179047619047616,Ab,Major
dutch experimental electronic,0.782,123.5075,0.0,G,Major
dutch folk,0.5906666666666666,142.2073333333333,19.666666666666668,Gb,Minor
dutch hip hop,0.5086999999999999,147.6298,13.5,D,Major
dutch house,0.7418773620559335,121.66138869992442,17.15192743764172,B,Minor
dutch indie,0.5354,136.64600000000002,34.2,G,Major
dutch indie rock,0.27,82.98700000000002,0.0,D,Minor
dutch jazz,0.37375,140.94750000000005,18.25,Ab,Major
dutch metal,0.42966666666666653,126.77866666666668,31.16666666666667,G,Major
dutch moombahton,0.7909999999999999,128.013,0.0,Gb,Minor
dutch pop,0.5646438271604939,130.13620648148142,25.571502057613174,D,Major
dutch prog,0.396625,125.67865625,13.59375,B,Minor
dutch rap pop,0.767,169.99,77.0,F,Major
dutch rock,0.5771649305555556,139.67365538194446,15.144965277777779,C,Major
dutch tech house,0.7381555555555556,123.28795555555556,0.4,Db,Major
dutch trance,0.5331234713832835,133.4054090376219,5.644795782462647,G,Major
early american folk,0.6833125,127.4491875,31.3125,G,Major
early avant garde,0.5812464005235602,116.91347229493893,1.9345549738219892,B,Major
early modern classical,0.2937415532249828,103.873642287018,9.095255475914586,G,Major
early music,0.3505095557829949,100.53561312902752,16.770452766499936,G,Major
early music choir,0.21267428571428573,100.39105000000002,26.757142857142853,G,Major
early music ensemble,0.3764895863395863,108.7624521885522,25.33140933140933,E,Major
early reggae,0.7769454545454546,95.30017272727272,27.245454545454546,G,Major
early romantic era,0.3635164782518902,105.62479861680346,9.232217245104689,Eb,Major
early synthpop,0.6344620370370371,122.968541005291,37.31481481481481,D,Major
early us punk,0.412335939744092,137.59831320668494,32.01391336989163,B,Major
east coast hip hop,0.7491334759414024,108.69798975104015,41.809452555493024,Db,Major
east coast reggae,0.6684687500000001,119.046640625,42.09375,Gb,Major
eastern bloc groove,0.6559999999999999,93.804,45.0,D,Major
easy listening,0.428576855478026,113.01521779828023,23.257045768215352,C,Major
easycore,0.5575454545454545,131.14801818181817,36.527272727272724,A,Major
eau claire indie,0.4800196078431373,118.96731372549021,60.68627450980392,C,Major
ebm,0.599650518925519,124.04302437423691,20.27017704517705,Bb,Major
ecm-style jazz,0.3610638885170654,109.99652327927356,37.304786658119575,D,Major
ectofolk,0.5315841742135087,108.08457633676187,41.97791451847179,A,Major
ecuadorian pop,0.7105,121.71784999999996,51.15,B,Major
edm,0.6084149248106617,126.98224893479556,35.71110137598858,G,Major
edmonton indie,0.53992,127.93393999999999,37.28,C,Major
egyptian pop,0.7787333333333334,130.27173333333334,29.666666666666664,F,Major
egyptian traditional,0.6295,91.1795,29.5,Gb,Major
el paso indie,0.3345833333333334,126.00113888888887,48.83333333333334,G,Minor
electra,0.6338571428571429,122.13414285714285,55.42857142857143,Gb,Major
electric bass,0.5442211425755654,112.43409032197188,25.714244975414392,G,Major
electric blues,0.548770953924868,120.91860903563386,32.36474486997441,A,Major
electro,0.7946223485218963,114.43070174650973,33.297077965475346,G,Major
electro house,0.6293083020592625,128.0152668374553,36.269555903984276,G,Major
electro jazz,0.7160299539170507,112.2445921658986,33.09216589861751,Gb,Major
electro latino,0.6416887298747764,126.77552522361358,30.264042933810376,A,Minor
electro swing,0.6728477124183007,116.55162549019607,34.120261437908496,Ab,Major
electro trash,0.6377499999999999,127.23700000000001,0.0,Db,Major
electro-industrial,0.6071365546218487,125.17821589635855,18.37577030812325,Gb,Major
electroclash,0.7115,119.08666666666666,33.25,Ab,Major
electrofox,0.7401666666666668,128.09233333333333,28.33333333333333,F,Major
electronic djent,0.4556666666666666,128.42433333333332,65.33333333333333,G,Major
electronic rock,0.6403026602229189,115.16709911616164,46.4228419249971,Bb,Major
electronic trap,0.6251728305785124,132.99952844352615,45.67289944903582,G,Major
electronica,0.6107624012729288,121.4631140381274,43.19361301516535,B,Major
electronica argentina,0.58,94.995,65.0,E,Minor
electronica chilena,0.754,125.00399999999999,0.0,Db,Minor
electronica venezuela,0.799,126.99700000000001,0.0,G,Major
electronicore,0.3470000000000001,130.5485,0.0,A,Major
electropop,0.6233988423773057,123.18484531224935,53.724164126607256,G,Major
electropowerpop,0.5576227513227514,139.4016515873016,52.39126984126985,Ab,Major
elektropunk,0.6579999999999999,108.01299999999999,7.0,G,Major
elephant 6,0.5267645202020202,126.736046969697,35.848232323232324,E,Major
emo,0.4423751239162541,134.9763888866164,46.044526363470105,A,Major
emo mexicano,0.488,172.054,69.0,Ab,Major
emo punk,0.3841259259259259,129.2278037037037,38.27777777777778,A,Major
emo rap,0.6591568654740942,121.61301549580612,59.08051839544387,D,Major
emocore,0.3093333333333333,109.79425,32.30555555555555,G,Major
english baroque,0.35926591748975345,103.38457898273195,12.649936168783176,C,Major
english indie rock,0.48225,103.92824999999998,7.25,G,Major
english renaissance,0.32420000000000004,96.49870833333334,9.624999999999998,C,Major
entehno,0.4835385210994968,104.86403987611307,14.232288037166088,G,Major
environmental,0.19008320707070706,88.57021571067824,53.47844516594517,Db,Major
epic doom,0.217,111.30070000000003,31.0,E,Major
epicore,0.4624784580498867,120.80046371882088,40.05215419501135,G,Major
erhu,0.2885,113.7595,19.5,D,Major
erotica,0.738,118.971,0.0,Bb,Minor
escape room,0.6676859349380776,125.45945083551369,49.0710840746555,Bb,Major
esperanto,0.245,80.57600000000002,0.0,G,Major
estonian hip hop,0.585,83.323,32.0,D,Major
estonian pop,0.45799999999999996,174.141,75.0,B,Major
ethereal wave,0.3989491374269006,115.38241243786553,30.804042397660808,A,Major
etherpop,0.6023569444444445,124.14925138888891,52.81388888888889,Bb,Major
ethio-jazz,0.6214038461538461,96.0975576923077,41.96153846153846,Eb,Major
ethiopian pop,0.469,79.445,38.0,Eb,Major
ethnomusicology,0.6665833333333332,130.81575,2.9166666666666665,E,Major
ethnotronica,0.8026666666666666,120.00533333333334,5.0,B,Minor
eugene indie,0.431,160.32250000000005,17.75,E,Major
euphoric hardstyle,0.5033597505668935,137.55109359410432,16.513846371882085,A,Minor
euro hi-nrg,0.6793333333333332,128.5016666666667,0.0,Bb,Minor
eurobeat,0.5511794871794873,144.6392564102564,47.897435897435905,E,Major
eurodance,0.6965742986982261,128.1590658765081,45.216536397090024,B,Minor
europop,0.6578130823891948,122.59936477416684,48.474212935414,G,Major
euroska,0.4885000000000001,123.1924423076923,11.605769230769232,G,Major
eurovision,0.6312500000000001,123.492,16.75,F,Minor
exotica,0.5090292439162671,118.01719167435866,14.996616087486071,F,Major
experimental,0.4663249223028841,116.96069265758949,29.67691037224287,D,Major
experimental ambient,0.3068269541284404,115.36553082568808,32.591743119266056,B,Major
experimental dub,0.787,147.07399999999996,38.0,Bb,Minor
experimental folk,0.4297000000000001,102.2648,0.1,G,Major
experimental guitar,0.40392,145.99085000000005,38.65,A,Major
experimental hip hop,0.6284092592592594,116.4583037037037,44.788888888888884,B,Minor
